,App,Price,Rating Count,Rating,Genres,Size (M),Type,New Genres,Price Category
302,Plants vs. Zombies,0.99,426463,5.0,Games,105.4,Paid,Games,<$1
303,Weibo,0.0,7265,3.5,Social Networking,199.6,Free,Entertainment,Free
304,大众点评-发现品质生活,0.0,844,4.0,Lifestyle,244.5,Free,Other,Free
305,AlloCiné : Cinéma et Séries,0.0,101,4.0,Entertainment,123.5,Free,Entertainment,Free
306,"Badoo - Meet New People, Chat, Socialize.",0.0,34428,4.5,Social Networking,157.6,Free,Entertainment,Free
307,Flick Kick Field Goal,1.99,36946,4.5,Games,75.6,Paid,Games,$1-3
308,Venmo,0.0,21090,4.5,Finance,68.2,Free,Utilities,Free
309,"Dungeons & Such Treasures,Collectibles and Dragons",2.99,653,4.5,Games,84.5,Paid,Games,$1-3
310,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",3.99,1118,4.5,Education,100.4,Paid,Education,$3-4
311,Shift Worker,1.99,348,4.0,Productivity,7.3,Paid,Productivity,$1-3
312,"Spy Calc - Hide pictures, videos, documents",1.99,207,3.5,Utilities,25.1,Paid,Utilities,$1-3
313,Waterlogged - Daily Hydration Tracker,0.0,5000,4.5,Health & Fitness,43.4,Free,Health & Fitness,Free
314,MyNetDiary PRO - Calorie Counter and Food Diary,3.99,15188,4.5,Health & Fitness,83.9,Paid,Health & Fitness,$3-4
315,The Washington Post Classic,0.0,18572,4.5,News,119.0,Free,Entertainment,Free
316,F-Sim Space Shuttle,4.99,6403,4.5,Games,76.4,Paid,Games,$4-5
317,"Groupon - Deals, Coupons & Discount Shopping App",0.0,417779,4.5,Shopping,127.4,Free,Other,Free
318,Learn to Speak Spanish Fast With MosaLingua,4.99,9,5.0,Education,48.8,Paid,Education,$4-5
319,"Coaster VR, Extreme Endless 3D Stereograph",0.99,107,2.5,Entertainment,31.0,Paid,Entertainment,<$1
320,Parents Calling Easter Bunny,1.99,72,2.0,Lifestyle,8.1,Paid,Other,$1-3
321,Sporcle,2.99,2044,3.5,Games,15.7,Paid,Games,$1-3
322,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",0.0,16683,3.5,Sports,81.9,Free,Entertainment,Free
323,DOOM II RPG,0.99,1455,3.0,Games,48.7,Paid,Games,<$1
324,STREET FIGHTER IV,4.99,15056,4.0,Games,581.4,Paid,Games,$4-5
325,Dr. Seuss Camera - The Cat in the Hat Edition,0.99,249,4.5,Photo & Video,9.9,Paid,Photo & Video,<$1
326,FINAL FANTASY,7.99,6091,4.0,Games,114.8,Paid,Games,$5-10
327,FINAL FANTASY II,7.99,2754,4.0,Games,199.5,Paid,Games,$5-10
328,Worms 2: Armageddon,4.99,9870,4.5,Games,529.8,Paid,Games,$4-5
329,SoundHound Song Search & Music Player,0.0,82602,4.0,Music,70.5,Free,Other,Free
330,Jourist Weltübersetzer,7.99,0,0.0,Travel,147.1,Paid,Other,$5-10
331,TeachMe: 1st Grade,1.99,762,4.0,Education,90.2,Paid,Education,$1-3
332,TeachMe: 3rd Grade,1.99,160,4.0,Education,174.3,Paid,Education,$1-3
333,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,0.0,9,3.0,Shopping,187.0,Free,Other,Free
334,Kik,0.0,260965,4.0,Social Networking,151.9,Free,Entertainment,Free
335,Slow Shutter Cam,1.99,2305,4.0,Photo & Video,4.5,Paid,Photo & Video,$1-3
336,PeakFinder Earth,4.99,137,4.0,Travel,35.5,Paid,Other,$4-5
337,AgingBooth,0.0,11999,4.0,Entertainment,31.9,Free,Entertainment,Free
338,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",1.99,1995,4.5,Photo & Video,21.8,Paid,Photo & Video,$1-3
339,Tabs & Chords by Ultimate Guitar - learn and play,2.99,35045,4.5,Music,103.0,Paid,Other,$1-3
340,"Dude, your car!",0.99,343,4.0,Entertainment,40.6,Paid,Entertainment,<$1
341,Drawing Pad,1.99,1824,4.0,Entertainment,220.4,Paid,Entertainment,$1-3
342,ESPN Tournament Challenge,0.0,39642,4.0,Sports,69.1,Free,Entertainment,Free
343,Solitaire,0.0,679055,4.5,Games,101.9,Free,Games,Free
344,Notability,9.99,17594,4.0,Productivity,122.2,Paid,Productivity,$5-10
345,Rubik's® Cube,1.99,3531,4.0,Games,152.0,Paid,Games,$1-3
346,Super Why! Power to Read,3.99,1080,3.5,Education,138.0,Paid,Education,$3-4
347,Amex Mobile,0.0,11421,4.0,Finance,106.0,Free,Utilities,Free
348,Fruit Ninja Classic,1.99,698516,4.5,Games,104.6,Paid,Games,$1-3
349,Animation Creator HD,3.99,4497,4.0,Entertainment,32.1,Paid,Entertainment,$3-4
350,Plants vs. Zombies HD,0.99,163598,5.0,Games,225.9,Paid,Games,<$1
351,SCRABBLE Premium for iPad,9.99,39678,3.5,Games,230.0,Paid,Games,$5-10
352,Graphic - illustration and design,8.99,1809,4.5,Productivity,32.6,Paid,Productivity,$5-10
353,Ship Finder,4.99,624,3.5,Navigation,22.9,Paid,Utilities,$4-5
354,Photogene ⁴,2.99,3761,4.5,Photo & Video,35.4,Paid,Photo & Video,$1-3
355,Hurricane HD,3.99,353,4.0,Weather,32.1,Paid,Utilities,$3-4
356,Star Walk HD - Night Sky Map,4.99,6503,4.5,Education,150.2,Paid,Education,$4-5
357,Space War HD,0.99,71,3.0,Games,30.3,Paid,Games,<$1
358,Netflix,0.0,308844,3.5,Entertainment,125.0,Free,Entertainment,Free
359,forScore,9.99,3909,4.5,Music,35.7,Paid,Other,$5-10
360,ComicGlass [ComicReader],2.99,308,4.5,Utilities,32.0,Paid,Utilities,$1-3
361,iAnnotate PDF,9.99,11156,4.5,Productivity,44.1,Paid,Productivity,$5-10
362,ArtStudio for iPad - Draw Sketch and Paint,4.99,8542,4.5,Photo & Video,34.3,Paid,Photo & Video,$4-5
363,Call of Duty: Zombies HD,4.99,5853,3.5,Games,35.6,Paid,Games,$4-5
364,Small World 2,1.99,1506,4.0,Games,234.1,Paid,Games,$1-3
365,Qzone,0.0,1649,3.5,Social Networking,133.9,Free,Entertainment,Free
366,ABC – Watch Live TV & Stream Full Episodes,0.0,78890,3.0,Entertainment,85.7,Free,Entertainment,Free
367,Fieldrunners for iPad,3.99,2147,4.0,Games,219.7,Paid,Games,$3-4
368,Angry Birds HD,0.0,89110,4.5,Games,176.2,Free,Games,Free
369,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",0.0,208648,4.0,Weather,59.1,Free,Utilities,Free
370,Do Not Press The Red Button HD,1.99,856,2.5,Entertainment,10.9,Paid,Entertainment,$1-3
371,"Digits, the calculator for humans",3.99,7825,4.5,Productivity,4.2,Paid,Productivity,$3-4
372,"PDF Reader Pro Edition - Annotate,edit & sign PDFs",9.99,7033,4.0,Business,63.0,Paid,Productivity,$5-10
373,National Geographic World Atlas,1.99,4255,4.0,Reference,66.1,Paid,Education,$1-3
374,FileBrowser - Access files on remote computers,5.99,3230,4.5,Utilities,68.1,Paid,Utilities,$5-10
375,Dictionary.com Dictionary & Thesaurus for iPad,0.0,54175,4.5,Reference,165.7,Free,Education,Free
376,Animation & Drawing by Do Ink,4.99,308,4.0,Education,33.9,Paid,Education,$4-5
377,AirCoaster - Roller Coaster Builder,0.99,2602,3.0,Games,22.8,Paid,Games,<$1
378,"Documents 6 - File manager, PDF reader and browser",0.0,29110,4.5,Productivity,107.3,Free,Productivity,Free
379,The World Factbook for iPad,1.99,273,3.5,Reference,73.2,Paid,Education,$1-3
380,Photo Transfer App - Easy backup of photos+videos,0.0,15654,4.5,Photo & Video,45.2,Free,Photo & Video,Free
381,TwitCasting Viewer - Watch Live Video & Radio,0.0,189,2.5,Entertainment,16.3,Free,Entertainment,Free
382,Ski Tracks,0.99,829,4.5,Navigation,24.9,Paid,Utilities,<$1
383,The Photographer's Ephemeris,8.99,663,5.0,Photo & Video,58.5,Paid,Photo & Video,$5-10
384,▻Sudoku,0.0,359832,4.5,Games,71.0,Free,Games,Free
385,"StubHub - Tickets to Sports, Concerts and Theatre",0.0,9011,3.5,Entertainment,112.6,Free,Entertainment,Free
386,"Runtastic PRO Running, Jogging and Fitness Tracker",4.99,17667,4.5,Health & Fitness,149.5,Paid,Health & Fitness,$4-5
387,OverDrive – Library eBooks and Audiobooks,0.0,65450,4.0,Book,39.8,Free,Education,Free
388,Hotels & Vacation Rentals by Booking.com,0.0,31261,4.5,Travel,105.6,Free,Other,Free
389,The Impossible Game,0.99,9885,4.0,Games,14.2,Paid,Games,<$1
390,PrankDial - #1 Prank Call App,0.0,11091,3.0,Entertainment,112.5,Free,Entertainment,Free
391,Fox News,0.0,132703,4.0,News,64.7,Free,Entertainment,Free
392,Live Cams - HD,4.99,286,2.5,Travel,37.2,Paid,Other,$4-5
393,QR Reader for iPhone,0.0,12683,4.0,Utilities,54.8,Free,Utilities,Free
394,Uber,0.0,49466,3.0,Travel,283.9,Free,Other,Free
395,WEB.DE Mail,0.0,168,4.0,Productivity,101.9,Free,Productivity,Free
396,iBunkoHD,6.99,114,4.0,Book,40.5,Paid,Education,$5-10
397,Hurricane Tracker For iPad,2.99,2798,4.5,Weather,10.6,Paid,Utilities,$1-3
398,"6play, TV en direct et en replay",0.0,62,3.5,Entertainment,94.6,Free,Entertainment,Free
399,AudioNote - Notepad and Voice Recorder,9.99,1756,4.0,Business,33.2,Paid,Productivity,$5-10
400,Breathing Zone: Guided Breathing for Mindfulness,3.99,511,4.5,Health & Fitness,37.1,Paid,Health & Fitness,$3-4
401,My Virtual Girlfriend - Deluxe Dating Sim,0.99,2609,3.5,Games,144.2,Paid,Games,<$1
402,Fake-A-Location Free ™,0.0,354,1.5,Social Networking,7.7,Free,Entertainment,Free
403,QQ 浏览器-搜新闻、选小说漫画、看视频,0.0,1750,3.5,Utilities,119.8,Free,Utilities,Free
404,Math Ninja HD,1.99,1121,4.5,Games,25.1,Paid,Games,$1-3
405,Résultats Foot en Direct,0.0,339,4.5,Sports,65.1,Free,Entertainment,Free
406,Chase Mobile,0.0,34322,4.5,Finance,35.0,Free,Utilities,Free
407,Captio - Email yourself with 1 tap,1.99,162,4.5,Productivity,19.1,Paid,Productivity,$1-3
408,My Vodafone,0.0,8,3.0,Utilities,83.6,Free,Utilities,Free
409,Math Bingo,2.99,4386,4.5,Education,14.6,Paid,Education,$1-3
410,▻Sudoku +,4.99,5397,5.0,Games,61.6,Paid,Games,$4-5
411,"Tango - Free Video Call, Voice and Chat",0.0,75412,4.5,Social Networking,134.8,Free,Entertainment,Free
412,MeetMe - Chat and Meet New People,0.0,97072,4.0,Social Networking,134.0,Free,Entertainment,Free
413,WebMD for iPad,0.0,9142,3.5,Health & Fitness,17.6,Free,Health & Fitness,Free
414,GeoBee Challenge HD by National Geographic,1.99,1957,4.5,Games,36.0,Paid,Games,$1-3
415,"OPlayer HD - video player, classic media streaming",4.99,2944,4.0,Entertainment,127.0,Paid,Entertainment,$4-5
416,TouchRetouch,1.99,588,4.0,Photo & Video,28.0,Paid,Photo & Video,$1-3
417,Cat Physics,1.99,40552,4.5,Games,14.8,Paid,Games,$1-3
418,随手记（专业版）-好用的记账理财工具,0.99,1267,4.5,Finance,83.9,Paid,Utilities,<$1
419,AnkiMobile Flashcards,24.99,753,4.0,Education,19.4,Paid,Education,$20-50
420,WeatherPro for iPad,2.99,725,4.0,Weather,59.5,Paid,Utilities,$1-3
421,Real英会話,3.99,45,4.5,Education,80.2,Paid,Education,$3-4
422,BATTLE BEARS -1,0.99,14910,4.0,Games,227.4,Paid,Games,<$1
423,Crash Bandicoot Nitro Kart 2,2.99,3064,3.5,Games,75.3,Paid,Games,$1-3
424,WIRED Magazine,0.0,12074,2.5,News,23.9,Free,Entertainment,Free
425,Popplet,4.99,336,4.0,Productivity,4.9,Paid,Productivity,$4-5
426,Notes Plus,9.99,6257,4.0,Productivity,109.6,Paid,Productivity,$5-10
427,Color Splash for iPad,1.99,2445,4.5,Photo & Video,18.8,Paid,Photo & Video,$1-3
428,Robot Unicorn Attack,0.99,22150,4.0,Games,52.1,Paid,Games,<$1
429,SimSimi,0.0,23530,4.0,Social Networking,31.4,Free,Entertainment,Free
430,Carcassonne,9.99,10846,4.5,Games,359.2,Paid,Games,$5-10
431,Apple Store,0.0,55171,3.5,Shopping,70.8,Free,Other,Free
432,TED,0.0,5782,3.5,Education,84.1,Free,Education,Free
433,Météo-France,0.0,24,3.5,Weather,124.1,Free,Utilities,Free
434,Ma Banque,0.0,17,3.5,Finance,137.9,Free,Utilities,Free
435,Doodle God™,1.99,35759,4.5,Games,121.7,Paid,Games,$1-3
436,Carnivores: Dinosaur Hunter Pro,2.99,18306,4.0,Games,304.7,Paid,Games,$1-3
437,Blackboard Mobile Learn™,0.0,13567,2.0,Education,51.2,Free,Education,Free
438,"SEC Football Schedules, Scores & Radio",1.99,240,3.0,Sports,60.4,Paid,Entertainment,$1-3
439,Hulu: Watch TV Shows & Stream the Latest Movies,0.0,56170,2.0,Entertainment,99.6,Free,Entertainment,Free
440,かなもじ,3.99,19,4.5,Education,61.3,Paid,Education,$3-4
441,恵方コンパス.,0.0,0,0.0,Navigation,41.2,Free,Utilities,Free
442,360 Panorama,1.99,10463,4.5,Photo & Video,8.0,Paid,Photo & Video,$1-3
443,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",0.0,1255,4.5,Lifestyle,7.9,Free,Other,Free
444,Cake Doodle,0.99,5803,4.0,Games,99.6,Paid,Games,<$1
445,The Impossible Quiz! for iPad,1.99,227,4.0,Games,16.9,Paid,Games,$1-3
446,Boating USA,9.99,342,3.5,Navigation,111.2,Paid,Utilities,$5-10
447,Diptic,2.99,7578,4.5,Photo & Video,36.7,Paid,Photo & Video,$1-3
448,Family Feud™ HD,6.99,1156,3.5,Games,79.3,Paid,Games,$5-10
449,Edmodo,0.0,7197,3.5,Education,127.9,Free,Education,Free
450,Auto Palmistry Premium,2.99,5,3.0,Entertainment,44.3,Paid,Entertainment,$1-3
451,Drift Mania Championship,0.99,3432,3.0,Games,1178.5,Paid,Games,<$1
452,「宅建士」過去問題《受験用》,3.99,0,0.0,Education,24.4,Paid,Education,$3-4
453,Osmos for iPad,4.99,24306,4.5,Games,41.8,Paid,Games,$4-5
454,携程旅行-酒店、机票、火车票预订助手,0.0,312,3.5,Travel,144.5,Free,Other,Free
455,"Audible – audio books, original series & podcasts",0.0,105274,4.5,Book,81.6,Free,Education,Free
456,Living Earth - Clock & Weather,2.99,25475,4.5,Utilities,169.0,Paid,Utilities,$1-3
457,Sushi Cat,0.99,8718,4.0,Games,62.4,Paid,Games,<$1
458,Talking Tom Cat for iPad,0.0,29492,3.5,Entertainment,75.4,Free,Entertainment,Free
459,Let's create! Pottery HD,4.99,12787,4.5,Entertainment,175.2,Paid,Entertainment,$4-5
460,Files HD Pro - File Manager & Web Browser,4.99,2237,4.0,Utilities,28.1,Paid,Utilities,$4-5
461,Army Fitness APFT Calculator,0.99,108,4.0,Utilities,15.8,Paid,Utilities,<$1
462,Ringtones for iPhone & Ringtone Maker,0.0,25403,4.5,Music,109.3,Free,Other,Free
463,Zoopla Property Search -UK Homes for Sale and Rent,0.0,210,3.5,Lifestyle,59.4,Free,Other,Free
464,Vestiaire Collective - Pre-Owned Luxury Fashion,0.0,169,4.0,Shopping,138.8,Free,Other,Free
465,Week Calendar,1.99,7447,4.5,Productivity,81.8,Paid,Productivity,$1-3
466,Stack the States®,2.99,12833,4.5,Education,132.4,Paid,Education,$1-3
467,Flashlight Ⓞ,0.0,130450,5.0,Utilities,42.0,Free,Utilities,Free
468,ゲーム発展国＋＋,4.99,6,4.0,Games,191.4,Paid,Games,$4-5
469,Celebtwin: Celebrity Looks Like Lite,0.0,1111,1.5,Lifestyle,81.8,Free,Other,Free
470,Onefootball - Soccer Scores & Live News,0.0,3194,4.5,Sports,113.8,Free,Entertainment,Free
471,SuperCam_Pro,1.99,1399,2.5,Business,27.8,Paid,Productivity,$1-3
472,カロリー管理（痩せるアプリ）,3.99,10,4.5,Health & Fitness,44.4,Paid,Health & Fitness,$3-4
473,手机百度 - 百度一下你就得到,0.0,1990,4.5,Utilities,226.4,Free,Utilities,Free
474,Sam's Club: Wholesale Shopping & Bulk Buy Deals,0.0,8149,4.0,Shopping,113.1,Free,Other,Free
475,Splashtop Personal - Remote Desktop,4.99,29376,4.5,Business,56.0,Paid,Productivity,$4-5
476,eBay Kleinanzeigen - Free. Easy. Local.,0.0,74,4.5,Shopping,63.0,Free,Other,Free
477,Viber Messenger – Text & Call,0.0,164249,4.5,Social Networking,129.7,Free,Entertainment,Free
478,Osmos,2.99,14605,4.5,Games,34.0,Paid,Games,$1-3
479,shopkick - Shopping Rewards & Discounts,0.0,130823,4.5,Shopping,74.8,Free,Other,Free
480,Decide Now!,0.99,486,4.5,Entertainment,3.5,Paid,Entertainment,<$1
481,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",0.99,8946,4.5,Music,3.5,Paid,Other,<$1
482,The Secret of Grisly Manor,0.99,1993,4.0,Games,51.8,Paid,Games,<$1
483,"Find My Family, Friends & iPhone - Life360 Locator",0.0,43877,4.5,Social Networking,154.5,Free,Entertainment,Free
484,Pocketbooth - the photo booth in your pocket,0.99,2377,4.5,Photo & Video,72.6,Paid,Photo & Video,<$1
485,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",0.0,1590,4.5,Entertainment,184.7,Free,Entertainment,Free
486,The Incident,0.99,2070,4.0,Games,19.5,Paid,Games,<$1
487,ホットペッパービューティー/サロン予約,0.0,9,4.0,Lifestyle,65.9,Free,Other,Free
488,Dictionary.com Dictionary & Thesaurus Premium,3.99,11530,4.5,Reference,108.8,Paid,Education,$3-4
489,Autohome-Find new＆Used Cars For Sale,0.0,194,4.0,Lifestyle,89.2,Free,Other,Free
490,OPEN Forum,0.0,200,3.5,Business,83.1,Free,Productivity,Free
491,Weibo HD,0.0,16772,4.5,Social Networking,104.4,Free,Entertainment,Free
492,Reckless Racing HD,0.99,9,4.0,Games,77.1,Paid,Games,<$1
493,Bloons Super Monkey,0.99,2113,3.5,Games,28.6,Paid,Games,<$1
494,Lotto Results - Mega Millions Powerball Lottery,0.0,794,4.0,News,8.0,Free,Entertainment,Free
495,IKEA Catalog,0.0,8939,4.0,Lifestyle,123.0,Free,Other,Free
496,QQ安全中心,0.0,308,3.5,Utilities,32.9,Free,Utilities,Free
497,Free IQ Test: Calculate your IQ,0.0,5,2.0,Education,4.0,Free,Education,Free
498,Infinity Blade,0.99,326482,5.0,Games,624.1,Paid,Games,<$1
499,淘宝 - 随时随地，想淘就淘,0.0,3801,4.0,Shopping,309.7,Free,Other,Free
500,Virtual Regatta Offshore,0.0,209,3.5,Games,123.5,Free,Games,Free
501,iSlash,0.99,33868,4.5,Games,27.6,Paid,Games,<$1
502,Ugly Meter™,0.99,13741,3.5,Entertainment,30.4,Paid,Entertainment,<$1
503,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",0.0,18418,4.5,Reference,100.6,Free,Education,Free
504,Carbs & Cals - Diet & Diabetes,4.99,21,1.5,Health & Fitness,209.3,Paid,Health & Fitness,$4-5
505,2XL Supercross HD,4.99,1588,3.5,Games,270.7,Paid,Games,$4-5
506,Fly Delta,0.0,8094,3.0,Travel,140.8,Free,Other,Free
507,Google Authenticator,0.0,1652,3.0,Utilities,17.2,Free,Utilities,Free
508,CamScanner +| PDF Document Scanner and OCR,0.99,5482,4.5,Productivity,98.5,Paid,Productivity,<$1
509,Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,13.99,611,4.5,Medical,685.7,Paid,Health & Fitness,$10-20
510,"Flashlight for iPhone , iPod and iPad",0.0,26697,4.5,Utilities,64.0,Free,Utilities,Free
511,赶集网-工作生活啥都有！,0.0,317,4.0,Lifestyle,106.1,Free,Other,Free
512,The Sims 3 Ambitions,4.99,14202,3.5,Games,444.8,Paid,Games,$4-5
513,Bookshelf,0.0,2064,2.5,Education,106.4,Free,Education,Free
514,QQ同步助手-新机一键换机必备工具,0.0,746,4.5,Utilities,72.9,Free,Utilities,Free
515,Der Feueralarm,0.99,0,0.0,Entertainment,30.7,Paid,Entertainment,<$1
516,POF - Best Dating App for Conversations,0.0,52642,3.5,Social Networking,59.2,Free,Entertainment,Free
517,NFL,0.0,27317,2.5,Sports,131.4,Free,Entertainment,Free
518,Vernier Video Physics,4.99,76,4.0,Education,40.5,Paid,Education,$4-5
519,Instagram,0.0,2161558,4.5,Photo & Video,114.0,Free,Photo & Video,Free
520,"Due — Reminders, Countdown Timers",4.99,2554,4.5,Productivity,32.1,Paid,Productivity,$4-5
521,UFO on Tape,0.99,1058,3.5,Games,35.4,Paid,Games,<$1
522,Catan HD,1.99,10382,4.0,Games,812.0,Paid,Games,$1-3
523,Polar Plunge ™,0.99,1428,3.5,Games,3.7,Paid,Games,<$1
524,Sunday Ticket,0.0,3134,2.5,Entertainment,92.4,Free,Entertainment,Free
525,央视影音HD-海量央视内容高清直播,0.0,596,2.5,Entertainment,64.3,Free,Entertainment,Free
526,Neuroshima Hex,4.99,4378,4.5,Games,511.1,Paid,Games,$4-5
527,"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",4.99,280,4.0,Navigation,26.0,Paid,Utilities,$4-5
528,ArtRage,4.99,1045,4.0,Entertainment,58.8,Paid,Entertainment,$4-5
529,Sleep Talk Recorder,0.0,1110,4.5,Utilities,25.3,Free,Utilities,Free
530,Spider Solitaire by MobilityWare,4.99,11154,4.5,Games,39.4,Paid,Games,$4-5
531,iSleeping by iSommeil SARL,0.0,0,0.0,Medical,24.4,Free,Health & Fitness,Free
532,中国建设银行,0.0,258,2.0,Finance,209.2,Free,Utilities,Free
533,Lane Splitter,0.99,44567,4.5,Games,106.5,Paid,Games,<$1
534,Ryder Cup 2016 – Hazeltine National Golf Club,0.0,3818,2.5,Sports,116.2,Free,Entertainment,Free
535,Noteshelf,9.99,7562,4.5,Productivity,117.4,Paid,Productivity,$5-10
536,The Legend of Spookley the Square Pumpkin,2.99,120,4.5,Book,36.9,Paid,Education,$1-3
537,BUBBLE BOBBLE DOUBLE,4.99,206,3.0,Games,57.0,Paid,Games,$4-5
538,Paprika Recipe Manager,4.99,1755,4.5,Food & Drink,10.4,Paid,Other,$4-5
539,ToonCamera,1.99,1037,4.5,Photo & Video,29.5,Paid,Photo & Video,$1-3
540,Sonic The Hedgehog 4™ Episode I,2.99,4755,4.0,Games,124.7,Paid,Games,$1-3
541,Cisco AnyConnect,0.0,825,3.5,Business,46.9,Free,Productivity,Free
542,GroupMe,0.0,28260,4.5,Social Networking,66.9,Free,Entertainment,Free
543,招商银行,0.0,306,3.5,Finance,154.9,Free,Utilities,Free
544,Jenga,0.0,32527,4.5,Games,97.6,Free,Games,Free
545,"Zappos: shop shoes & clothes, fast free shipping",0.0,103655,5.0,Shopping,70.3,Free,Other,Free
546,"Printer Pro - Print photos, pdf and emails",6.99,15981,4.5,Productivity,98.8,Paid,Productivity,$5-10
547,Sephora Makeup & Beauty App – Insider Tips & Style,0.0,15593,4.5,Shopping,147.0,Free,Other,Free
548,欧路英语词典 Eudic 增强版,2.99,206,4.0,Reference,152.7,Paid,Education,$1-3
549,爱奇艺 - 电视剧电影综艺娱乐视频播放器,0.0,786,3.5,Entertainment,235.2,Free,Entertainment,Free
550,Mathmateer®,1.99,1207,4.5,Education,26.0,Paid,Education,$1-3
551,Battleheart,2.99,6879,4.5,Games,275.5,Paid,Games,$1-3
552,Youku HD,0.0,5683,4.0,Entertainment,145.1,Free,Entertainment,Free
553,Bowitter for iPhone,0.99,0,0.0,Social Networking,3.2,Paid,Entertainment,<$1
554,Need for Speed™ Hot Pursuit,4.99,5059,4.0,Games,1269.2,Paid,Games,$4-5
555,Instant Heart Rate+: Heart Rate & Pulse Monitor,4.99,10158,4.5,Health & Fitness,189.5,Paid,Health & Fitness,$4-5
556,去哪儿旅行-预订机票酒店火车票特价旅游自由行,0.0,291,4.0,Travel,131.7,Free,Other,Free
557,NOAA Hurricane Center,1.99,31,3.0,Weather,8.1,Paid,Utilities,$1-3
558,CVS Pharmacy,0.0,35981,4.0,Shopping,129.2,Free,Other,Free
559,Age of Zombies™,0.99,14493,4.5,Games,53.8,Paid,Games,<$1
560,AVPlayer,2.99,853,4.0,Entertainment,39.8,Paid,Entertainment,$1-3
561,土豆视频HD—高清影视综艺视频播放器,0.0,990,3.0,Entertainment,68.7,Free,Entertainment,Free
562,土豆（短视频分享平台）,0.0,676,3.0,Entertainment,88.6,Free,Entertainment,Free
563,Spider Solitaire Free by MobilityWare,0.0,128739,4.5,Games,91.6,Free,Games,Free
564,The Calculator,2.99,1556,4.5,Utilities,71.2,Paid,Utilities,$1-3
565,Game Dev Story,4.99,12331,4.5,Games,191.5,Paid,Games,$4-5
566,French Words for Kids - Learn Letter Sounds,3.99,22,4.5,Education,35.5,Paid,Education,$3-4
567,Death Worm,0.99,6527,4.0,Games,29.3,Paid,Games,<$1
568,Cartoon Wars 2: Heroes,0.99,13049,4.5,Games,42.5,Paid,Games,<$1
569,MSNBC,0.0,3692,3.5,News,93.0,Free,Entertainment,Free
