,App,Price,Rating Count,Rating,Genres,Size (M),Type,New Genres,Price Category
6364,トクバイ - チラシアプリ／スーパーの特売情報で節約 -,0.0,0,0.0,Lifestyle,74.0,Free,Other,Free
6365,Tank.IO War - Free Tank games of snake,0.0,9259,5.0,Games,25.6,Free,Games,Free
6366,WeDJ for iPad,4.99,10,4.0,Music,29.4,Paid,Other,$4-5
6367,Color Bots,0.0,164,4.5,Games,190.5,Free,Games,Free
6368,VR Crazy Bike Race: Traffic Racing Free,0.0,29,1.5,Games,171.5,Free,Games,Free
6369,Dice Crush,0.0,7,5.0,Games,181.0,Free,Games,Free
6370,Cubway,0.0,58,4.5,Games,360.7,Free,Games,Free
6371,Amusement Park Fair Ground Circus Trucker Parking Simulator,0.0,81,4.0,Games,357.7,Free,Games,Free
6372,Rogue Ninja,0.0,99,5.0,Games,181.6,Free,Games,Free
6373,Nerve - Do You Dare?,0.0,219,2.0,Entertainment,173.3,Free,Entertainment,Free
6374,"BeCasso – Watercolor & Oil Paintings, Comic Effect",1.99,39,4.5,Photo & Video,77.2,Paid,Photo & Video,$1-3
6375,WoW Legion Companion,0.0,1019,3.0,Entertainment,286.4,Free,Entertainment,Free
6376,Escape the Cake Café,0.0,7,5.0,Games,33.1,Free,Games,Free
6377,Roller Coaster Simulator - Draw and Simulate!,0.0,7,4.5,Games,156.5,Free,Games,Free
6378,REVERSI ZERO - free classic game,0.0,0,0.0,Games,36.6,Free,Games,Free
6379,Hillarymoji,0.0,42,3.5,Entertainment,32.0,Free,Entertainment,Free
6380,Archangel Michael Guidance - Doreen Virtue,3.99,338,4.5,Lifestyle,116.2,Paid,Other,$3-4
6381,Robbiemoji by Robbie Williams,1.99,0,0.0,Entertainment,10.2,Paid,Entertainment,$1-3
6382,口袋全明星,0.0,0,0.0,Games,219.8,Free,Games,Free
6383,Are you a psychopath? 怖い心理テスト,0.0,0,0.0,Entertainment,38.9,Free,Entertainment,Free
6384,Nanuleu,2.99,65,4.0,Games,131.2,Paid,Games,$1-3
6385,Z Buster,0.0,301,4.0,Games,480.6,Free,Games,Free
6386,勇士与魔龙,0.0,0,0.0,Games,199.6,Free,Games,Free
6387,Team GB Live,0.0,1,3.0,Sports,51.6,Free,Entertainment,Free
6388,Thomas & Friends: Magical Tracks - Kids Train Set,0.0,389,4.0,Entertainment,308.6,Free,Entertainment,Free
6389,Dictator: Emergence,0.0,567,4.0,Games,149.3,Free,Games,Free
6390,Peppa Pig: Sports Day,2.99,42,2.5,Entertainment,262.8,Paid,Entertainment,$1-3
6391,Rings.,0.0,538,4.5,Games,85.5,Free,Games,Free
6392,Space by Tinybop,2.99,26,4.5,Education,333.0,Paid,Education,$1-3
6393,Me by Tinybop,2.99,36,5.0,Education,192.5,Paid,Education,$1-3
6394,The Counter Of Death,0.0,719,4.5,Games,57.3,Free,Games,Free
6395,Coin Dozer: Haunted,0.0,704,4.5,Games,162.5,Free,Games,Free
6396,ねこみっけ - おもしろい人気無料ゲーム,0.0,1,5.0,Games,99.0,Free,Games,Free
6397,Super Atomic,0.0,2638,4.5,Games,22.0,Free,Games,Free
6398,Taxi Sim 2016,0.0,3026,4.5,Games,281.6,Free,Games,Free
6399,Epic Jackpot Slots: Slot Machines & Bonus Games,0.0,2291,5.0,Games,181.4,Free,Games,Free
6400,Mini Synthesizer,4.99,26,4.5,Music,49.4,Paid,Other,$4-5
6401,Mini Synthesizer for iPhone,2.99,21,3.0,Music,56.1,Paid,Other,$1-3
6402,Colorpede,0.0,90,4.0,Games,31.7,Free,Games,Free
6403,Sorcery! 4,4.99,60,4.5,Games,464.7,Paid,Games,$4-5
6404,EA SPORTS™ FIFA 17 Companion,0.0,1137,4.0,Games,42.0,Free,Games,Free
6405,トリセツメーカー２　トリセツ診断,0.0,0,0.0,Entertainment,16.2,Free,Entertainment,Free
6406,Brick Splits,0.0,1077,4.5,Games,62.2,Free,Games,Free
6407,爆笑アプリ！人気無料ゲーム kimazui gacha,0.0,0,0.0,Games,95.2,Free,Games,Free
6408,Soccer Puzzle for Brain Training -SoccerStrike-,0.0,0,0.0,Games,80.3,Free,Games,Free
6409,A Busy Day for Elmo: Sesame Street Video Calls,0.99,3,2.5,Games,235.2,Paid,Games,<$1
6410,Superkick Party,1.99,27,4.5,Games,30.9,Paid,Games,$1-3
6411,Candy's Vacation - Beach Hotel,0.0,105,4.5,Games,96.5,Free,Games,Free
6412,【業界初成長マップ搭載！ねこ育成マト当てパズルRPG】たまねこウォーズ,0.0,0,0.0,Games,259.8,Free,Games,Free
6413,Highlights™ Shapes - Preschool Learning Puzzles,0.0,90,4.5,Education,88.2,Free,Education,Free
6414,無料ゲーム HANABI ON LINE 花火（ハナビ）パズル,0.0,0,0.0,Games,108.3,Free,Games,Free
6415,Microsoft Pix Camera,0.0,678,4.0,Photo & Video,131.0,Free,Photo & Video,Free
6416,Content Transf,0.0,299,4.5,Productivity,29.1,Free,Productivity,Free
6417,Kerflux,0.0,1648,4.5,Games,58.6,Free,Games,Free
6418,"Cloud Play Pro - Music Player & Streamer for Dropbox, Google Drive, OneDrive, Box and iPod Library",0.99,1,3.0,Music,4.5,Paid,Other,<$1
6419,1-Bit Rogue: A dungeon crawler RPG!,0.0,378,4.5,Games,64.4,Free,Games,Free
6420,InstaSave for Instagram - Download & Repost your own Videos & Photos for Free,0.0,243,4.0,Photo & Video,11.7,Free,Photo & Video,Free
6421,Super Powerboy,1.99,99,4.5,Games,1116.0,Paid,Games,$1-3
6422,脱出ゲーム - KINDERGARTEN - 子供にイタズラされたリビングからの 脱出,0.0,1,2.0,Games,69.0,Free,Games,Free
6423,The EO Bar,6.99,247,5.0,Health & Fitness,41.4,Paid,Health & Fitness,$5-10
6424,Pocket Arcade Story,4.99,41,3.5,Games,189.6,Paid,Games,$4-5
6425,FeedNews: AI curated social news for productivity,0.0,73,3.0,News,37.8,Free,Entertainment,Free
6426,懸賞ソリティア-ギフト券/ギフトコードGETでお小遣いが稼げる定番ソリティアクロンダイク,0.0,0,0.0,Games,41.6,Free,Games,Free
6427,Dr. Oz,0.0,99,2.0,Health & Fitness,81.7,Free,Health & Fitness,Free
6428,Hop Swap,0.0,144,4.5,Games,170.2,Free,Games,Free
6429,Forest Rescue 2: Friends United Match 3 Puzzle,0.0,1505,5.0,Games,88.7,Free,Games,Free
6430,Motor World: Bike Factory,0.0,960,4.5,Games,81.2,Free,Games,Free
6431,Atomic Super Lander,2.99,47,4.0,Games,222.9,Paid,Games,$1-3
6432,Escape from many tutoring school of test.,0.0,1,4.0,Games,106.9,Free,Games,Free
6433,Mafia III: Rivals,0.0,198,3.0,Games,173.0,Free,Games,Free
6434,Piggy Boom,0.0,1918,4.5,Games,121.4,Free,Games,Free
6435,如意夺宝,0.0,0,0.0,Shopping,24.0,Free,Other,Free
6436,Troll Face Quest Video Games,0.0,2118,4.5,Games,72.4,Free,Games,Free
6437,The Curio Society: New Order HD (Full) - Adventure,6.99,58,4.5,Games,1364.1,Paid,Games,$5-10
6438,Chat for Pokemon Go - GoChat,0.0,500,2.0,Social Networking,18.9,Free,Entertainment,Free
6439,逆战仙魔 大圣萌仙全民跨服千人即时PK,0.99,0,0.0,Games,146.4,Paid,Games,<$1
6440,airweave sleep analysis,0.0,0,0.0,Health & Fitness,30.0,Free,Health & Fitness,Free
6441,Arthur's Adventures-Road of Glory:Pocket Edition,0.99,18,5.0,Games,140.9,Paid,Games,<$1
6442,Trucker Parking Simulator 2 a Real Monster Truck & Lorry Driving Test,0.0,101,4.0,Games,359.0,Free,Games,Free
6443,スーパーストリートファイターIV パチスロエディション,14.99,0,0.0,Games,2002.6,Paid,Games,$10-20
6444,Flick Soccer 17,0.0,217,4.0,Games,83.8,Free,Games,Free
6445,Bangers Unlimited 2,3.99,0,0.0,Games,242.4,Paid,Games,$3-4
6446,Age of Heroes: Conquest,0.0,468,4.5,Games,65.5,Free,Games,Free
6447,LOST MAZE,0.0,130,3.5,Games,226.8,Free,Games,Free
6448,目の錯覚で性格診断,0.0,0,0.0,Entertainment,27.5,Free,Entertainment,Free
6449,僕の彼女が誘拐された。,0.0,0,0.0,Games,77.2,Free,Games,Free
6450,The Higher Lower Game,0.0,924,4.5,Games,76.7,Free,Games,Free
6451,Mebo,0.0,64,3.0,Entertainment,339.7,Free,Entertainment,Free
6452,Addictive Pro,19.99,12,4.5,Music,43.7,Paid,Other,$10-20
6453,Apple Support,0.0,388,4.0,Utilities,110.4,Free,Utilities,Free
6454,WiFox,1.99,34,3.0,Travel,3.2,Paid,Other,$1-3
6455,Donut Dazzle,0.0,2317,5.0,Games,65.6,Free,Games,Free
6456,Pixel Strike-Sniper zombies shooting games,0.0,42,4.0,Games,165.7,Free,Games,Free
6457,虫虫大作战-经典休闲蛇蛇,0.0,57,4.5,Games,176.5,Free,Games,Free
6458,Trump Bounce,0.0,105,4.0,Games,68.9,Free,Games,Free
6459,脱出ゲーム 学校の食堂からの脱出,0.0,0,0.0,Games,94.8,Free,Games,Free
6460,Leveled!,0.0,897,4.5,Games,105.4,Free,Games,Free
6461,Geekbench 4,0.99,87,4.0,Utilities,92.8,Paid,Utilities,<$1
6462,New Furniture Mods - Pocket Wiki & Game Tools for Minecraft PC Edition,0.0,17588,4.5,Reference,53.0,Free,Education,Free
6463,SPEED:3D Racing,0.0,0,0.0,Games,127.7,Free,Games,Free
6464,MapFan(マップファン) – 渋滞情報/オービス/オフライン対応の本格カーナビ,0.0,0,0.0,Navigation,117.5,Free,Utilities,Free
6465,PPTAN,0.99,8,5.0,Games,165.9,Paid,Games,<$1
6466,ハニーズアプリ,0.0,0,0.0,Shopping,4.7,Free,Other,Free
6467,F1 2016,4.99,343,4.0,Games,2532.4,Paid,Games,$4-5
6468,francetv JO – Regarder les Jeux Olympiques de Rio 2016,0.0,0,0.0,Sports,52.2,Free,Entertainment,Free
6469,抢火车票 for 12306火车票官网,0.0,0,0.0,Travel,46.4,Free,Other,Free
6470,SKK アクション ブロック崩し,0.0,0,0.0,Games,98.8,Free,Games,Free
6471,もこうもこもこ,0.0,0,0.0,Games,105.1,Free,Games,Free
6472,FoodSpect - Restaurant Inspections,0.99,17,4.0,Food & Drink,11.5,Paid,Other,<$1
6473,Kahoot! Play Fun Learning Games,0.0,300,3.5,Education,19.5,Free,Education,Free
6474,Dead Shell: Roguelike RPG,2.99,29,3.5,Games,92.2,Paid,Games,$1-3
6475,シュッと描いてポンッ!（シュポン）物理パズル脳トレ,0.0,0,0.0,Games,37.9,Free,Games,Free
6476,Montessori Nature,2.99,1,5.0,Games,199.2,Paid,Games,$1-3
6477,Uber Driver,0.0,3289,3.0,Business,162.3,Free,Productivity,Free
6478,Drop Out!,0.0,125,4.0,Games,48.8,Free,Games,Free
6479,Paperback: The Game,3.99,80,4.0,Games,55.7,Paid,Games,$3-4
6480,Circuroid,0.0,342,4.5,Games,103.4,Free,Games,Free
6481,Open House London 2016,3.99,1,2.0,Travel,7.3,Paid,Other,$3-4
6482,LUMINES PUZZLE & MUSIC,2.99,263,4.5,Games,114.3,Paid,Games,$1-3
6483,Never Hillary Clinton,0.99,207,5.0,Games,58.3,Paid,Games,<$1
6484,Automatic Call Recorder™ Pro Calls Made with app,4.99,123,3.5,Productivity,16.8,Paid,Productivity,$4-5
6485,脳トレ爽快パズル 激ムズ！和のひとふで書き Line,0.0,0,0.0,Games,36.3,Free,Games,Free
6486,"Baby Boss - Care, Dress Up and Play",0.0,616,4.5,Games,266.7,Free,Games,Free
6487,"Wedding Planner - Dress Up, Makeup & Cake Design",0.0,346,4.0,Games,266.1,Free,Games,Free
6488,Sago Mini Babies Dress Up,0.0,115,4.0,Education,57.4,Free,Education,Free
6489,Sago Mini Planes,2.99,21,4.5,Education,106.8,Paid,Education,$1-3
6490,DRAGONS MODS FREE for Minecraft PC Game Edition,0.0,2027,4.0,Catalogs,87.0,Free,Other,Free
6491,MyFantasyLeague Manager 2016 by RotoWire,2.99,15,3.0,Sports,23.8,Paid,Entertainment,$1-3
6492,Bridge,0.0,128,4.0,Games,100.8,Free,Games,Free
6493,Slots: Fast Fortune Slot Machines & Fun Slot Games,0.0,1474,5.0,Games,168.3,Free,Games,Free
6494,Wi-Fiミレル,0.0,0,0.0,Utilities,30.1,Free,Utilities,Free
6495,超特訓！トミックゲーム！！,0.0,0,0.0,Games,248.9,Free,Games,Free
6496,SAMURAI SCHEMA -幕末維新戦記- サムライスキーマ 本格派育成放置ゲーム,0.0,0,0.0,Games,177.6,Free,Games,Free
6497,Funny Face Pro - 2000+ Stickers Pics Photos Editor,1.99,62,3.5,Photo & Video,306.8,Paid,Photo & Video,$1-3
6498,Face Up - The Selfie Game,0.0,21,4.0,Games,52.1,Free,Games,Free
6499,Samurai of Hyuga Book 2,5.99,74,4.5,Games,73.3,Paid,Games,$5-10
6500,The Complete Fairytale Play Theater,4.99,13,5.0,Education,464.0,Paid,Education,$4-5
6501,Legacy of Discord - Furious Wings,0.0,4618,4.5,Games,154.8,Free,Games,Free
6502,Linia,1.99,271,4.0,Games,87.3,Paid,Games,$1-3
6503,Eric Carle’s Brown Bear Animal Parade,1.99,15,2.5,Education,95.8,Paid,Education,$1-3
6504,Artie's Magic Pencil,2.99,139,3.5,Education,295.8,Paid,Education,$1-3
6505,MUTANT CREATURES MODS for Minecraft PC - Best Pocket Wiki Edition & Installation Tools,0.0,452,4.0,Entertainment,86.8,Free,Entertainment,Free
6506,LUCKY BLOCK MOD ™ for Minecraft PC Edition - The Best Pocket Wiki & Mods Installer Tools,0.0,4693,4.0,Reference,86.9,Free,Education,Free
6507,Pigu,0.0,94,4.5,Games,121.9,Free,Games,Free
6508,News Break - Local & World Breaking News & Radio,0.0,173,4.0,News,57.1,Free,Entertainment,Free
6509,Light+ AnalogCam,0.99,0,0.0,Photo & Video,47.3,Paid,Photo & Video,<$1
6510,Helper for Pokemon Go,0.0,42,1.5,Utilities,8.4,Free,Utilities,Free
6511,Beach Volleyball 2016,0.99,6,2.5,Games,372.8,Paid,Games,<$1
6512,ISLANDS: Non-Places,2.99,43,3.5,Games,259.9,Paid,Games,$1-3
6513,Flowing ~ Meditation & Mindfulness,1.99,795,4.5,Health & Fitness,99.5,Paid,Health & Fitness,$1-3
6514,Pixel Color Ball Fell From The Sky,0.0,6493,5.0,Entertainment,33.8,Free,Entertainment,Free
6515,Just Rolling,0.0,776,4.5,Games,148.0,Free,Games,Free
6516,"Free Gameplay Video, Walkthroughs, News for Pokémon GO",0.0,0,0.0,Games,13.0,Free,Games,Free
6517,式姫４コマ 其之四,0.99,0,0.0,Book,54.7,Paid,Education,<$1
6518,Warlords - Turn Based Strategy,0.0,287,4.5,Games,275.9,Free,Games,Free
6519,The Secret Order: The Buried Kingdom HD (Full),6.99,63,4.5,Games,1258.9,Paid,Games,$5-10
6520,Welcome to Virtual Reality,0.0,6,4.0,Entertainment,347.1,Free,Entertainment,Free
6521,Ocean Clash: A naval game with honor and loyalty,0.0,36,4.5,Games,124.7,Free,Games,Free
6522,Fiete Sports,0.0,86,3.0,Games,208.6,Free,Games,Free
6523,Guides for Pokémon GO - Pokemon GO News and Cheats,0.0,826,4.5,Reference,27.0,Free,Education,Free
6524,Horror Maps for Minecraft PE - Download The Scariest Maps for Minecraft Pocket Edition (MCPE) Free,0.0,718,4.0,Reference,89.9,Free,Education,Free
6525,Gemini - A Journey of Two Stars,0.99,91,4.5,Games,581.9,Paid,Games,<$1
6526,Loop & Dot,0.99,39,4.5,Games,33.6,Paid,Games,<$1
6527,Wave,0.0,474,4.5,Games,111.1,Free,Games,Free
6528,Fake GPS Location Spoofer,2.99,96,1.5,Entertainment,15.2,Paid,Entertainment,$1-3
6529,Carbon Warfare,2.99,68,4.5,Games,324.6,Paid,Games,$1-3
6530,Ducky Fuzz - Chain Reaction,0.0,88,3.5,Games,79.2,Free,Games,Free
6531,All Limpy Run!,0.0,86,3.0,Games,118.3,Free,Games,Free
6532,脱出ゲーム 気まぐれカフェの謎解きタイム,0.0,0,0.0,Games,146.4,Free,Games,Free
6533,Buildy Blocks,0.0,30,4.5,Games,79.7,Free,Games,Free
6534,GoSnaps - Share Screenshots for Pokémon GO,0.0,12,4.0,Photo & Video,6.9,Free,Photo & Video,Free
6535,PhET Simulations,0.99,24,3.5,Education,35.0,Paid,Education,<$1
6536,Pixel Disc Golf 2,0.0,83,3.0,Games,63.8,Free,Games,Free
6537,PhelpsMoji by Michael Phelps,0.99,98,4.5,Entertainment,35.9,Paid,Entertainment,<$1
6538,Love Bank -お金ゲーム/恋愛ゲーム/美少女ゲーム/育成ゲーム/タップゲーム/賭けゲーム,0.0,0,0.0,Games,70.7,Free,Games,Free
6539,Love Bank-お金ゲーム/恋愛ゲーム/イケメンゲーム/育成ゲーム/タップゲーム/賭けゲーム,0.0,0,0.0,Games,68.5,Free,Games,Free
6540,Color 6,0.0,951,3.5,Games,85.7,Free,Games,Free
6541,Cake Break,0.0,852,4.5,Games,140.1,Free,Games,Free
6542,Donald's Empire,0.0,2288,4.5,Games,295.3,Free,Games,Free
6543,Echoes of the Past: Wolf Healer HD (Full),6.99,43,4.0,Games,909.1,Paid,Games,$5-10
6544,Vehicles & Weapons Mods for Minecraft PC Edition - Best Pocket Wiki & Tools for MCPC,0.0,1828,4.0,Entertainment,105.3,Free,Entertainment,Free
6545,Isoland,0.99,99,4.5,Games,411.3,Paid,Games,<$1
6546,Mystery of Fortune 2,0.99,19,5.0,Games,114.5,Paid,Games,<$1
6547,"Cheats For Pokemon Go - Gameplay, PokeCoins Guide, Catch Videos",0.0,6205,4.5,Entertainment,13.4,Free,Entertainment,Free
6548,NOT ALONE - Story of a bird,2.99,1,3.0,Games,121.8,Paid,Games,$1-3
6549,Phoenix II,0.0,1321,4.5,Games,104.3,Free,Games,Free
6550,myFitnessSync for Fitbit - Fitbit to Apple Health,4.99,264,4.5,Health & Fitness,5.6,Paid,Health & Fitness,$4-5
6551,Crooked Path,0.0,14,3.0,Games,107.7,Free,Games,Free
6552,Burrito Bison: Launcha Libre,0.0,7740,5.0,Games,468.2,Free,Games,Free
6553,Batman - The Telltale Series,4.99,953,3.5,Games,1061.3,Paid,Games,$4-5
6554,PokeMaps for Pokemon GO (Original),2.99,102,1.5,Entertainment,8.2,Paid,Entertainment,$1-3
6555,Panic Drop,0.0,99,4.0,Games,71.5,Free,Games,Free
6556,PokéCatcher - Cheat for Pokémon GO,0.99,1,1.0,Utilities,11.7,Paid,Utilities,<$1
6557,Pokelog for PokemonGO,0.0,0,0.0,Games,42.0,Free,Games,Free
6558,Drive Ahead! Sports,0.0,1345,4.0,Games,218.5,Free,Games,Free
6559,Driving Evolution Parking Sim Real Car Driver Test,0.0,76,4.5,Games,252.7,Free,Games,Free
6560,Sky Viper Flight Simulator,0.0,38,4.0,Entertainment,474.8,Free,Entertainment,Free
6561,Pozzle Blocks,0.0,33,4.0,Games,100.8,Free,Games,Free
6562,Water Bottle Flip Challenge : 2k16,0.0,43,3.5,Games,74.1,Free,Games,Free
6563,Wild City Rush - Urban Jungle Adventure,0.0,19,4.5,Games,179.2,Free,Games,Free
6564,Suрer Toss The Turtle,0.0,1339,5.0,Games,564.7,Free,Games,Free
6565,Journey Below,2.99,28,4.0,Games,61.1,Paid,Games,$1-3
6566,Off the Record: The Final Interview (Full),6.99,35,3.5,Games,782.3,Paid,Games,$5-10
6567,City Maps for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),0.0,8535,4.0,Reference,90.1,Free,Education,Free
6568,Lily - Playful Music Creation,1.99,202,4.0,Music,75.6,Paid,Other,$1-3
6569,SplitMoji,0.99,537,5.0,Utilities,86.9,Paid,Utilities,<$1
6570,Archangel Raphael Guidance - Doreen Virtue,4.99,82,4.5,Lifestyle,113.3,Paid,Other,$4-5
6571,Bottle Flip 2k16,0.0,14263,4.0,Games,38.4,Free,Games,Free
6572,OVO Store,0.0,95,4.5,Shopping,6.2,Free,Other,Free
6573,Fakey - Fake GPS Location Spoof,0.0,78,3.5,Entertainment,12.3,Free,Entertainment,Free
6574,Particular,0.0,0,0.0,Games,260.3,Free,Games,Free
6575,Fax from iPhone - send fax app,3.99,1039,4.0,Business,54.8,Paid,Productivity,$3-4
6576,The Orchard by HABA - colors & shapes for children,1.99,2,2.0,Games,164.4,Paid,Games,$1-3
6577,Amaranthine Voyage: The Orb of Purity (Full),6.99,48,3.5,Games,817.6,Paid,Games,$5-10
6578,Dominocity,0.0,55,3.5,Games,270.1,Free,Games,Free
6579,Escape Game: Traps,0.0,29,5.0,Games,108.0,Free,Games,Free
6580,【はらぺこパズル】ごはんに恋をした,0.0,8,4.5,Games,80.1,Free,Games,Free
6581,Soda Coin Party: Free Casino Pusher,0.0,159,4.5,Games,258.1,Free,Games,Free
6582,DIRECTV NOW,0.0,2054,2.0,Entertainment,72.8,Free,Entertainment,Free
6583,Nitro Heads,0.0,30,4.0,Games,345.9,Free,Games,Free
6584,PokeWhere - Live Radar Map for Pokemon GO,0.0,1254,3.5,Games,13.8,Free,Games,Free
6585,Paddle Panic,0.0,122,4.0,Games,12.5,Free,Games,Free
6586,ポケ電バッテリー for ポケモンGO,0.0,0,0.0,Entertainment,12.5,Free,Entertainment,Free
6587,YouCam Fun - Live Selfie Video Filters,0.0,2522,4.5,Photo & Video,108.8,Free,Photo & Video,Free
6588,Circle Boom2 - Wheel Puzzle Game,0.0,19,2.0,Games,14.5,Free,Games,Free
6589,Dungeon Warfare,3.99,264,5.0,Games,202.2,Paid,Games,$3-4
6590,Party Hard Go,6.99,59,4.5,Games,636.5,Paid,Games,$5-10
6591,Sweet Princess Beauty Salon,0.0,54,4.5,Games,112.0,Free,Games,Free
6592,Confetti - Geofilter Design Maker for Snapchat,0.0,120,3.0,Photo & Video,81.8,Free,Photo & Video,Free
6593,Ultimate Savanna Simulator,0.99,344,4.5,Games,138.5,Paid,Games,<$1
6594,南国物語,5.99,0,0.0,Games,418.5,Paid,Games,$5-10
6595,Apollo Justice Ace Attorney,0.99,95,3.5,Games,2424.5,Paid,Games,<$1
6596,VR Ball for Google Cardboard Virtual Reality,0.0,46,4.0,Games,89.3,Free,Games,Free
6597,FreeFlight Mini,0.0,50,3.5,Entertainment,138.6,Free,Entertainment,Free
6598,CHiP - Your New Best Friend,0.0,172,4.5,Entertainment,82.6,Free,Entertainment,Free
6599,クリアしてみろよ？ 神ゲー アクション ゲーム,0.0,0,0.0,Games,352.8,Free,Games,Free
6600,Tank Battle: 1945,1.99,36,3.5,Games,253.3,Paid,Games,$1-3
6601,Neon Horizon,0.0,31,4.0,Games,111.1,Free,Games,Free
6602,KDMOJI,1.99,42,3.5,Entertainment,47.0,Paid,Entertainment,$1-3
6603,Gweep Gwop,0.0,32,5.0,Games,566.4,Free,Games,Free
6604,GO Gear - Live Maps for Pokémon GO,3.99,1645,1.5,Utilities,58.6,Paid,Utilities,$3-4
6605,Flip That Bottle,0.0,599,3.5,Games,105.7,Free,Games,Free
6606,Simoji by Simone Biles,0.99,22,4.5,Sports,37.7,Paid,Entertainment,<$1
6607,Poke Map Realtime Locator & Radar for Pokémon Go,0.0,243,3.5,Utilities,62.7,Free,Utilities,Free
6608,Escape from the beach house of everlasting summer.,0.0,3,4.5,Games,97.9,Free,Games,Free
6609,電車パズル ツメツメ - 通勤時間にピッタリ! 脳トレパズル,0.0,0,0.0,Games,48.2,Free,Games,Free
6610,Cannon Flight,0.99,0,0.0,Games,547.4,Paid,Games,<$1
6611,CR7Selfie,1.99,12,5.0,Photo & Video,86.3,Paid,Photo & Video,$1-3
6612,Six!,0.0,14505,4.5,Games,112.2,Free,Games,Free
6613,GUNS MODS for Minecraft PC Edition - Mods Tools,0.0,1497,4.0,Reference,85.4,Free,Education,Free
6614,Ellen's Emoji Exploji,1.99,127,2.5,Entertainment,42.8,Paid,Entertainment,$1-3
6615,Swoopy Space,0.0,142,4.0,Games,191.9,Free,Games,Free
6616,ブラックバイトはじめました。２　～居酒屋編～,0.0,1,5.0,Games,47.4,Free,Games,Free
6617,Artisto – Video and Photo Editor with Art Filters,0.0,12963,5.0,Photo & Video,55.7,Free,Photo & Video,Free
6618,Rolling Snake.io - Worm IO Multiplayer Online Slither War Game - Free Agar Skins Version,0.0,3392,4.5,Games,25.8,Free,Games,Free
6619,VR Haunted House 3D,0.0,21,3.5,Games,162.0,Free,Games,Free
6620,Maze Walk VR - Virtual Reality Game Puzzle Apps,0.0,227,3.5,Games,268.4,Free,Games,Free
6621,Skylanders™ Creator,0.0,475,4.0,Games,794.3,Free,Games,Free
6622,Gridiron 2016 College Football Scores & Schedules,1.99,15,4.5,Sports,9.0,Paid,Entertainment,$1-3
6623,極寒スライダー,0.0,0,0.0,Games,86.1,Free,Games,Free
6624,Evolution Calculator - CP & XP - for Pokemon GO!,0.0,9269,5.0,Utilities,19.6,Free,Utilities,Free
6625,Mr. Robot:1.51exfiltrati0n.ipa,2.99,459,3.5,Games,66.6,Paid,Games,$1-3
6626,Offline IV Calc for Pokemon GO,0.0,82,3.5,Games,47.5,Free,Games,Free
6627,Wire de Coins 2,0.0,2,4.5,Games,59.3,Free,Games,Free
6628,PokeExplorer - Realtime Map for Pokemon GO,0.0,672,4.0,Entertainment,46.7,Free,Entertainment,Free
